Is there a dietary change or herbal medication that would prevent prostate cancer (patient asked him to help his son)?,Is there a diet or herb to prevent prostate cancer (patient asked him to help his son)?,1
"Last week I saw a 4-year-old girl with shingles on the left leg. I didn't know what it was and I had the dermatologist take a look. He did a Tzanck preparation and it was positive. So the question was, ""What is this rash?"" and then the best way to treat it.",How should I treat shingles in a 4-year-old?,1
Can you get an ejection fraction from an echocardiogram?,Can you get an ejection fraction from an echocardiogram?,1
What is clonazepam (Klonopin)?,How should I treat polymenorrhea in a 14-year-old girl?,0
Is it okay to give doxycycline to a breast feeding mother?,Is it okay to give doxycycline to a breast feeding mother?,1
49-year-old female with burning metallic taste in mouth for two weeks. What is the etiology of this metallic taste?,What would cause a metallic taste?,1
This patient had a nonstress test one week ago and at the end of every acceleration there was a brief sharp spike not very deep deceleration.  Is this important?,On nonstress test after every acceleration brief sharp not deep deceleration. Important?,1
Is Rogaine okay to use for female pattern baldness? What pattern does female baldness take?,Is Rogaine okay to use for female pattern baldness?,1
"Phone call from radiologist. ""Your 77-year-old patient has a category 5 mammogram. These old calcifications look like sclerosing adenosis."" The physician said, ""Isn't that premalignant?""",Does sclerosing adenosis increase the risk of breast cancer?,1
Is there a recommendation to put people on hormones (hormone replacement therapy) if they haven't been on them for 10-15 years? There are quite a few patients I don't see at menopause but they come in their 60's.,Is there a recommendation to put people on hormone replacement therapy if they haven't been on them for 10-15 years?,1
This patient was in the hospital with third-degree heart block documented in the clinic but never occurred in the hospital. Discharged after stopping digoxin. Had another episode of similar symptoms 2 days ago. Does she need a pacemaker?,"Third-degree heart block in clinic, never occurred in hospital. Need pacemaker?",1
How much of a workup should I do in view of his age (84) particularly since he's eating well?  He's lost approximately 10 pounds in the last 15 months.,Let's give these immunizations.  That's right isn't it?,0
"What is egophony?  What are the definitions of the other lung sounds like pectoriloquy, ronchi, rales, crackles, and so on?",What is the other drug besides Famvir and acyclovir for Herpes Zoster?,0
Should I use Serevent (long acting beta agonist) or an inhaled steroid? Which would be the more effective?,How should I workup this baby with a single umbilical artery?,0
A 20-year-old woman has a four-month history of diarrhea and cramps after she eats.  She gets shaky before she eats. Could this be due to intestinal hormones or vasoactive intestinal peptide?,A 20-year-old woman with diarrhea and cramps after she eats.  Could this be due to intestinal hormones or vasoactive intestinal peptide?,1
80-year-old man.  I had to look up bacillus (gram positive rod) bacteremia.  There I was just trying to find the etiology or anything that would be associated with bacillus bacteremia.,What are the common causes of gram-positive-rod bacteremia?,1
"When you do a lumbar puncture on someone with increased intracranial pressure, exactly what herniates and through what?",Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?,0
What would cause a metallic taste?,What would cause a metallic taste?,1
I had a 30-year-old male with a 7-day history of colon symptoms -- cramps and intermittent diarrhea and 2 days of mild urethritis. Urinalysis normal. Reiter's syndrome? What to do?,"Diarrhea, mild urethritis. Urinalysis normal. Reiter's syndrome? What to do?",1
What's the dose of Tenuate and do they still make it? Patient interested. But Dr. X decided to use fenfluramine-phentermine anyway.,What's the dose of Tenuate and do they still make it? Patient interested.,1
"Patient in nursing home with Parkinson's.  How to make him more alert at breakfast?  His manner was much different this morning  -- usually asking to go home, today just stiff and not talking.  May be due to seeing him at different times.","Nursing-home patient, Parkinsons. How to make him more alert at breakfast?",1
How can you do a screening motor exam of the hand?,How can you do a screening motor exam of the hand?,1
Has cefaclor (Ceclor) been withdrawn from the market?,Has cefaclor (Ceclor) been withdrawn from the market?,1
"I have a patient with a low hemoglobin 6 weeks ago. Yesterday I saw him for a viral illness and his total serum iron was worse (down to 10 from 16), but the total iron binding capacity was lower and now in the normal range. Am I missing something here? Or could it still be iron deficiency?",Why did she get Coccidiomycosis?,0
What diet should someone follow if they complain of flatulence?  What treatments are available for excess passage of bowel gas (flatulence)?,How do you use Redux?  What are the indications?,0
"I have a patient with iron-deficiency anemia and heme positive stools (69-year-old man).  He refuses a gastroenterology evaluation.  It's more of a legal . . . ""How much is enough informed consent?""",How should I treat polymenorrhea in a 14-year-old girl?,0
I had an elderly patient with a cerebrovascular accident.  New imaging studies.  Which is better: computerized tomography or magnetic resonance imaging?  When to use contrast and when not to use contrast?,What are Betamol eye drops?,0
What is cerebral palsy? How do you diagnose and treat it? What is the etiology? What is the pathogenesis?,"What is the maximum dose of digoxin? (patient seen in emergency room, had digoxin level less than 0.03)",0
"37-year-old female inpatient with acute tubular necrosis and sepsis. She was vomiting. ""Can serosal implants (eg from metastases or endometriosis) cause vomiting without radiographic signs of bowel obstruction?""",How do you inject the bicipital tendon?,0
What are the 5 P's of acute arterial occlusion?,What are the 5 P's of acute arterial occlusion?,1
When should you be concerned about frequent premature ventricular contractions (PVC's) in an adult?,Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?,0
What is the reference that said fatty infiltration of the liver is the most common cause of mildly elevated liver enzymes?,How do you use Redux?  What are the indications?,0
What is the dose of theophylline?,How should I treat polymenorrhea in a 14-year-old girl?,0
What would cause a low platelet count (thrombocytopenia)?  Can alcoholism do it?,"Patient, plate in hip, no murmur, needs subacute bacterial endocarditis prophylaxis before sees dentist?",0
Why is Opticrom still off the market?,Why is Opticrom off the market?,1
When do you need to do a thoracentesis for pleural effusion under ultrasound guidance versus when can you just do it at the bedside?,When do you do a thoracentesis under ultrasound guidance versus at the bedside?,1
"35-year-old man with obsessive compulsive disorder. The patient asked me, ""What is the incidence of celiac disease?""",Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?,0
Should there be a doll in the Denver Developmental Screening Test toy kit?,"What is causing this man's weight loss, hemoptysis, shoulder pain, night sweats?",0
"65-year-old woman has not seen a physician in years. Has cancer of the cervix, extending into vagina and parametrium and has edema of her legs. Has back pain. Bone scan and x-rays did not show metastases. What is her prognosis?",What is her prognosis (cancer of cervix)?,1
What should we do with this chronic migraine-type headache? Doesn't have insurance so we can't do a million dollar workup. Antidepressants didn't work.,What should we do with this chronic migraine-type headache?,1
28-year-old woman had a deep-vein thrombosis and pulmonary embolus with her first pregnancy.  I diagnosed her with prothrombin mutation.  I had a terrible time finding out how to treat her.,How do you treat a deep-vein thrombosis during pregnancy?,1
"What does it mean to have ""shoulders"" on a variable deceleration?",Should we do a head CT (computerized tomography) with contrast tomorrow (Saturday) or MRI (magnetic resonance imaging) Monday?,0
I was recently on the Hospital X service and had 4 admissions in 14 days.  They all came on the same day.  What is the probability of that?,How should I treat polymenorrhea in a 14-year-old girl?,0
What dose of captopril should you push for in congestive heart failure?,Can you use Prozac along with lithium?,0
What is a normal respiratory rate for a newborn?,What is a normal respiratory rate for a newborn?,1
This patient is from a foreign country with a high prevalence of tuberculosis.  What measurement is considered positive for this person's tuberculin skin test?  When she phoned in she said her test looked the size of a nickel.,At what ages should you do a Denver Developmental Screening Test?,0
Does bromocriptine cause hypertensive crisis and stroke? Is it no longer recommended for lactation suppression?,What is the cause and treatment of this old man's stomatitis?,0
How long is it safe to be on phentermine alone?,How should I treat polymenorrhea in a 14-year-old girl?,0
"I have one more question but I haven't figured out what to do with this lady or even what the question is.  She was an elderly woman referred by her dentist or ophthalmologist, I forget, but they said she didn't have much of a diastolic blood pressure.  We got 150/0 here.  So we were trying to figure out the differential diagnosis and what to do with that.",What is the approach to a patient with a diastolic blood pressure of zero?,1
Is it OK to breast feed when you're on propylthiouracil?,I wonder if this patient could have a rotator cuff thing?,0
What is the best way to give the Centers-for-Disease-Control-recommended folic acid 0.4 milligrams to women of child-bearing age?,How do you use Redux? What are the indications?,0
What is general information about neonatal seizures?,What is the dose of Sporanox?,0
"What statistical method should you use if you want to see if there is a significant trend over time in the incidence of a disease? (time trend, secular trend, ecological trend study, temporal variation)?",How should I treat polymenorrhea in a 14-year-old girl?,0
A patient had biopsy proven human papillomavirus on her cervix.  How should you treat this?  How do you know when someone is cured so it's okay to have intercourse without a condom?,How should you treat human papillomavirus on the cervix?,1
"How well established are Hemophilus influenza, Mycoplasma, and so on as causes of sore throat?",How well established are Hemophilus influenza and Mycoplasma as causes of sore throat?,1
Is this rash eczema?,How should I treat polymenorrhea in a 14-year-old girl?,0
By what mechanism do angiotensin-converting enzyme (ACE) inhibitors cause renal failure in someone with renal artery stenosis? Does it matter if unilateral or bilateral stenosis?,By what mechanism do angiotensin-converting enzyme (ACE) inhibitors cause renal failure in renal artery stenosis?,1
What was causing her prolonged pyrexia? Laboratory work normal. Watched her (sat on it) for five months. Then noted neck mass.,What was causing her prolonged pyrexia? Watched her (sat on it) for 5 months.,1
"50-year-old woman with elevated serum calcium. Our upper limit is about 10.1. A year ago her calcium was about 9.5. This year it was about 11 and a repeat was about 10.5. Her alkaline phosphatase was normal. The question is, ""How aggressive do you get with people like that?""",Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?,0
"Two-year-old girl with paroxysmal supraventricular tachycardia controlled on propranolol, broke through over the weekend. What should we do with her medications?",What should you do with supraventricular tachycardia while on propranolol?,1
"Last night I saw a 1-year-old with Turner's syndrome, has puffy feet.  Mother asked me how long before the puffiness in feet goes away.","In this infant with Turner's syndrome, when will the puffiness in the feet resolve?",1
"In regards to perinatal asphyxiation, when is it acceptable for the parents to decide when to withdraw support? How do we talk with the parents?",When is it acceptable for the parents to decide to withdraw support?,1
She lives by herself and her family wants her in a nursing home.  Should she be in a nursing home?,"Lives alone, family wants her in a nursing home. Should she be in a nursing home?",1
What drug can best treat a certain bacterial infection?,How should I treat polymenorrhea in a 14-year-old girl?,0
"11-year-old girl with asthma.  I want to wean her off the Serevent (she's using too much) and start her on a steroid inhaler, but I want to use the steroid that's in Advair in case I have to use both a steroid and Serevent (that is, add back the Serevent).  So the question is, what is the steroid that's in Advair.",What is the steroid that's in Advair?,1
What dose of captopril should you use in a diabetic with microalbuminuria?,What dose of captopril should you use in a diabetic with microalbuminuria?,1
31-year-old woman in for annual exam.  Is Saint John's Wort helpful for premenstrual syndrome?,Is St. John's Wort helpful for premenstrual syndrome?,1
How do you dose Augmentin and amoxicillin when you give them twice a day (BID)?,How do you dose Augmentin and amoxicillin twice a day?,1
"We see a lot of people with depression.  Many of them see psychiatrists.  They put the patient on lithium.  They may fail to check a lithium level.  As a primary care provider, how often do you check the lithium level?",How often should lithium levels be checked?,1
What would cause a lucency surrounding the heart on chest film? Normal finding?,Should we switch to Ancef for this diabetic foot ulcer? Improvement adequate?,0
Can a heart transplant patient have Sudafed?,Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?,0
"14-year-old boy with swelling over lower lumbar area.  No pain, no injury.  Horizontal area of swelling between the hips.  Plain x-ray negative.  I wasn't sure if any further workup was needed.",What workup is indicated for swelling over the lower lumbar area?,1
This is the second patient she has seen recently with cervical spinal stenosis which is not as common as lumbar.  How prevalent is this?,Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?,0
"This morning I saw a 7-year-old girl with enuresis.  I asked my partner ""What's hot on enuresis?""","Saw 7-year-old girl with enuresis. I asked my partner ""What's hot on enuresis?""",1
"60-year-old woman with gastric outlet obstruction and probably gastric lymphoma. The endoscopist wrote ""linitis plastica."" I can't remember what that means.",What is linitis plastica?,1
How do you treat pediculosis pubis in the eyelid?  Asked of participant by different physician in group but it then became Dr. X's question.,How do you treat pediculosis pubis in the eyelid?,1
2-week-old female. Parents asked when is it appropriate to get ears pierced.,At what age is it appropriate to pierce an infant's ears?,1
"There was a patient (50-year-old man) with left bundle branch block (questionably new or old) who had chest pain. I set him up for a stress echocardiogram, but the cardiologist said he could not do the stress echocardiogram due to the left bundle branch block. He wanted to do a pharmacologic stress echocardiogram (rather than exercise). ""Why is that?""",How do you inject the bicipital tendon?,0
"What is the risk of stroke in a 74-year-old woman with atrial fibrillation, not on anticoagulants?",What is the risk of stroke in a woman with atrial fibrillation?,1
Will the fumes created by taking off a basal cell carcinoma with cautery affect the physician taking it off?,Will fumes created by taking off a basal cell carcinoma with cautery affect the physician?,1
"Dr. X knows that if a postmenopausal woman is on estrogen for only a few years, she gets a continued protective effect against osteoporosis. Is that protective effect also ongoing with only a few years of estrogen therapy in the case of heart disease?",Will only a few years of estrogen help prevent heart disease?,1
At what age would you worry if there are no teeth.  This was a 15-month-old.,At what should you worry if there are no teeth?,1
An old man went for eye surgery to have a cataract removed.  I did a physical exam for this.  I could not see the disk and could not test the ophthalmic nerve.  Which cranial nerve number is the ophthalmic nerve so I can dictate that I could not test it.,Did pre-cataract physical exam. Which cranial nerve number is the ophthalmic nerve?,1
What is the sensitivity and specificity of the latest rapid streptococcal tests?,What is the sensitivity and specificity of the rapid streptococcal tests?,1
"My question was, ""Can we treat a four-week old with griseofulvin?""",Can a four-week-old be treated with griseofulvin?,1
"This lady had morbid obesity, had bariatric surgery, no nausea or vomiting, not on a diuretic and her potassium is 3.1.  ""Does bariatric surgery have anything to do with that?""",What affect does bariatric surgery have on the serum potassium?,1
24-year-old woman with chronic hepatitis B and a seizure disorder and elevated alanine aminotransferase.  Can Depakote cause an elevated alanine aminotransferase?,How should I treat polymenorrhea in a 14-year-old girl?,0
What are the criteria for a normal (reactive) nonstress test (NST)?,What are the criteria for a reactive nonstress test?,1
The sedimentation rate is 42 in this woman with possible diverticulitis. The question is whether to have the surgeon see her or not.,"What to do with this patient, biopsy shows carcinoma in situ of the vulva?",0
His nurse's grandmother called in for a prescription for Novahistine.  What is Novahistine elixir and what is the dose?,How should I treat polymenorrhea in a 14-year-old girl?,0
What is the drug dosing for phenobarbital?,What is the dose of phenobarbital?,1
"I always thought atrial fibrillation would lead to emboli in large vessels but this woman had a retinal artery occlusion. ""Is there any predilection for the size of the vessel occluded by an embolus from atrial fibrillation? Can it be any size vessel?""",What size pills does digoxin come in?,0
"What is the lesion in her mouth, lower gum, just in front of last tooth?  Will biopsy next week.",Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?,0
"This child was admitted to the hospital for intravenous hydration.  How much fluid replacement and at what rate should Dr. X order?  (patient weighs 42 pounds, down from 45 pounds normally)",Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?,0
Why would you want to get a plasma potassium level as opposed to a serum potassium level?,Why would you want to get a plasma potassium level as opposed to a serum level?,1
What is the name of that eye drop that just stops itching but doesn't do anything for the allergy?,What are New York Heart Association classes I - IV? Where to find explanation?,0
I saw a lady with a sore thumb. I thought it was gout. What is the sensitivity of joint aspiration in diagnosing gout?,What is the sensitivity of crystals on joint fluid in diagnosing gout?,1
"If a patient tries to give blood and tests positive for human immunodeficiency virus (HIV), will the blood bank notify the patient?",What is the cause and treatment of this old man's stomatitis?,0
How long does labyrinthitis last?,How long does labyrinthitis last?,1
Recommendation for treatment duration of uncomplicated cystitis?,Young man with recurrent peptic ulcer disease; do vagotomy?  Will health maintenance organization pay?,0
"Why can't this woman hear?  A patient treated for otitis media recently.  Now she says she feels better but she can't hear.  The ear is not red and it moves well with the pneumatic otoscope, Weber lateralizes to the opposite ear.","Why can't this woman hear after otitis media, now normal tympanic membrane's and move well?",1
"Another question I've had.  Singulair and Accolate.  ""Do these things work in allergic rhinitis?""",Are leukotriene inhibitors effective for allergic rhinitis?,1
Is there a syndrome characterized by multiple lipomas?  Does it have any significance if someone has multiple lipomas?,Is there a syndrome characterized by multiple lipomas?,1
Are nonsteroidal antiinflammatory drugs used for the inflammation of renal stones?  Apparently urology clinic does that at Hospital X.,I wonder if this patient could have a rotator cuff thing?,0
"How should you interpret acetowhite epithelium that is in the columnar epithelium, clearly inside the squamocolumnar junction?",At what ages should you do a Denver Developmental Screening Test?,0
Is the most common organism causing the syndrome of otitis media and conjunctivitis Haemophilus?,Is the most common organism causing the syndrome of otitis media and conjunctivitis Haemophilus?,1
One question I always have is what criteria do I use to decide when to stop a chronic medication. We have lots of criteria for starting drugs but very few for stopping them.,How should I treat this patient with seizures?,0
This is more of a legal question. 26-year-old woman with drug-seeking characteristics. Had to call our headquarters to see what protocol we have to follow to discharge her from our practice.,How do you discharge a patient from your practice due to drug-seeking?,1
"33-year-old woman with vaginal bleeding had a positive pregnancy test.  ""After a miscarriage, how soon should the beta-human chorionic gonadotrophin levels fall?""",How should I treat polymenorrhea in a 14-year-old girl?,0
What neonatal screening tests are done in Iowa?,What neonatal screening tests are done in Iowa?,1
Why does the calcium tend to fall when the phosphorus rises in kidney failure?,I wonder if this patient could have a rotator cuff thing?,0
What is the best treatment for gout in someone with a normal uric acid level and normal 24-hour urine uric acid?,What is the best treatment for gout in someone with a normal uric acid level and normal 24-hour urine uric acid?,1
Why do we treat goopy eyes with antibiotics when we don't treat goopy noses with antibiotics?,What size pills does digoxin come in?,0
What is the conservative treatment of tarsal tunnel syndrome?,What is the treatment of tarsal tunnel syndrome?,1
How old do you have to be before you don't need to aggressively workup hypertension (240-260/90)? This patient is 88.,Is there a textbook I can show mother to help explain hand foot and mouth disease?,0
"If a patient tries to give blood and tests positive for human immunodeficiency virus (HIV), will the blood bank notify the patient?","If a patient gives blood and tests positive for human immunodeficiency virus, will the blood bank notify the patient?",1
"In medical school we always used to do tuberculin skin tests with controls. ""Why aren't we doing controls anymore?""",Why don't we use controls with tuberculin skin testing anymore?,1
30-year-old man with alcoholic cardiomyopathy.  Is it OK to drink at all?,"In alcoholic cardiomyopathy, is it OK to drink any alcohol?",1
42-year-old woman with upper respiratory infection. Wants to know when she should go back to work. That's always a question -- when you should let someone go back.,How do you inject the bicipital tendon?,0
Do opioids (narcotics) work for chronic pain?,Do opioids (narcotics) work for chronic pain?,1
"What are Hawkins and Neer impingement signs (for shoulder pain, rotator cuff injury)?",What are Hawkins and Neer impingement signs?,1
What causes mild disseminated intravascular coagulation?,"Is Serzone okay to give to with a partial gastrectomy; that is, will it be absorbed?",0
By what mechanism do angiotensin-converting enzyme (ACE) inhibitors cause renal failure in someone with renal artery stenosis?  Does it matter if unilateral or bilateral stenosis?,By what mechanism do angiotensin-converting enzyme (ACE) inhibitors cause renal failure in renal artery stenosis?,1
She has chronic nonspecific pain in her legs. I think it's arthritis but I wonder if it could be something else. Vascular or other cause?,"What to do with this patient, biopsy shows carcinoma in situ of the vulva?",0
What are the fetal effects of maternal von Willebrand disease?,Let's give these immunizations. That's right isn't it?,0
What is the bivariate normal distribution?,What is the bivariate normal distribution?,1
"70-year-old woman with herpetic disease of the eye.  (1) How much and after how long will steroid use will cause immunosuppression, (2) Can steroid inhalers cause immunosuppression?",What is the dose of Sporanox?,0
"50-year-old man with ulcerative colitis.  He's been passing bright red blood for the past few days.  He's on Asacol 400 milligrams three times a day.  My question is, can I increase his Asacol?",How should I treat polymenorrhea in a 14-year-old girl?,0
"A patient has complex pulmonary and genetic abnormalities, fever, respiratory distress, desaturated. Is this more than usual asthma?",How do you use Redux? What are the indications?,0
"dear sir i had car accident 2 months a go . other person blood splash one me and i saw a lot of blood on my hand and some on face . not sure about eye . i didn't wash it immediatly and until 15 minute later then i washed it . am i risk hiv ? thank you .
			",How do I safely dispose of Hydrogen Peroxide?,1
"We had an 8-year-old girl with joint pain and a positive antistreptolysin O titer but no other symptoms to go with rheumatic fever. ""Is that mild rheumatic fever?""","Which drug (for Staphylococcus aureus urinary tract infection), would be safe in pregnancy?",0
What is Tamiflu (oseltamivir)?,What is oseltamivir?,1
What are the benefits and risks of treating subclinical hypothyroidism?,What are the benefits and risks of treating subclinical hypothyroidism?,1
i want to know more about aeortic stenosis,Define temperature exposure and expiration data with regard to pharmacy and warehouse storage for Glimepiride.,1
How specific is lid lag and exophthalmos for hyperthyroidism?  Can anything else do it?,"Nine-year-old girl was at Wacky Waters, clear vesicles on hands, what is it?",0
Should we be using a new injectable typhoid vaccine instead of the four-dose oral vaccine?,Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?,0
What is dissociative disorder? What are the Diagnostic and Statistical Manual (DSM IV) criteria?,What is dissociative disorder?,1
"Is the shortness of breath physiologic or due to anxiety? (history of chronic obstructive pulmonary disease, congestive heart failure)","Is the shortness of breath physiologic or due to anxiety? (history of chronic obstructive pulmonary disease, congestive heart failure)",1
How do you treat generalized anxiety disorder?  Can you use a selective-serotonin-reuptake inhibitor (SSRI)?,How do you treat generalized anxiety disorder?,1
How do you give magnesium sulfate (MgSO4) for preeclampsia?,How should I treat polymenorrhea in a 14-year-old girl?,0
We had a baby who's mother broke out with Zoster a couple of days after she was born and the baby had a couple of skin lesions too. The question was what to do with the baby.,How should you treat a baby whose mother gets Zoster 2 of days after birth?,1
Will trimethoprim/sulfamethoxazole work for Group A beta hemolytic streptococcal sore throat?,Patient not getting better from epicondylitis after physical therapy and nonsteroidal anti-inflammatory drugs; what to do?,0
"Why does she have these tachycardia spells (was 120, 130 by her report, now 90)?",Let's give these immunizations.  That's right isn't it?,0
What is central pontine myelinosis? We gave hypertonic saline to a patient with hyponatremia and Dr. X warned about this.,What is central pontine myelinosis?,1
What is the best interval to repeat thyroid tests on someone who is on thyroid replacement and how soon after I change the dose should I check the level?,"What is the maximum dose of digoxin? (patient seen in emergency room, had digoxin level less than 0.03)",0
Should we start this child on antibiotics?,Should we start this child on antibiotics?,1
What is the reference to that book that has a differential diagnosis of skin lesions according to location?,What is that book that has a differential diagnosis of skin lesions according to location?,1
What muscles attach to the greater trochanter?,Let's give these immunizations.  That's right isn't it?,0
"Mastodynia.  I (investigator) prompted her for what the question was.  I suggested, ""What is the workup and treatment for mastodynia?""  She (study physician) said, ""Well, there really is no workup after you've eliminated caffeine.  Once you've eliminated caffeine, what else is there?""",Why wasn't this patient very sick? (large empyema and Haemophilus influenza in sputum),0
A young guy in his late 30's had tinnitus and headaches.  I did a computerized tomography scan and it showed a suprasellar mass pushing on the optic chiasm.  I had to look up where the auditory nerve was in relation to the mass.,How close is the auditory nerve to this suprasellar mass?,1
What is the common serum marker for ovarian cancer?  I want to say carcinoembryonic antigen (CEA) but that's for colon cancer.  I just don't remember.,What is the serum marker for ovarian cancer?,1
What is the appropriate dose of Zithromax?,Let's give these immunizations. That's right isn't it?,0
Is there such a thing as bacterial bronchitis? Why can't there be? You can have bacterial infections everywhere else.,Is there such a thing as a bacterial bronchitis?,1
At what ages should you do a Denver Developmental Screening Test?,At what ages should you get a Polio vaccine?,0
"6-year-old girl with encopresis. A question came to mind. ""How long do we usually treat functional encopresis?""",How long should should encopresis be treated with Miralax?,1
What is the new test to diagnose Legionnaires disease?,How should I treat polymenorrhea in a 14-year-old girl?,0
What is this protein allergy in breast feeding?,How should I treat polymenorrhea in a 14-year-old girl?,0
"In a patient with infectious mononucleosis, if the spleen is going to get enlarged, how long does it take to do that? That is, how long should they stay out of sports? And then the other question is, how long does it take to go back to normal. Also, how big is a 10-year-old's spleen supposed to be on ultrasound? Do you have to wait until it goes back to normal size to go back to sports or just wait 4 to 6 weeks and then go back regardless? Also, is feeling the spleen good enough or do you need to do an ultrasound to see if someone should stay out of sports?",What is the cause and treatment of this old man's stomatitis?,0
What do the tall peaked T waves of an acute myocardial infarction look like?  What else causes tall peaked T waves?,"For post viral cough, I give Proventil inhaler. Are there data to support this?",0
At what gestational age (how young) is it not very useful to do a fetal biophysical profile and nonstress test because gestational age is too low?,How do you use Redux? What are the indications?,0
